Avg. Translation Latency,Count,Location,Line Number,Line,Function,Assembly,Saturated
0.00,2,(null),0,(null),(null),(null),0
0.00,3,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs,0,(null),_ZN4core3ptr64drop_in_place$LT$$u5b$aperf..data..kernel_config..Entry$u5d$$GT$17hd505fb9c10d1a228E,ldr x8  [sp  #8],0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/btree.c,507,(null),btree_node_set,stp x25  x26  [sp  #0x40],0
0.00,1,/usr/include/c++/11/bits/stl_function.h,400,"      { return __x < __y; }",_ZNSt8_Rb_treeIN7rocksdb14CacheEntryRoleESt4pairIKS1_NS0_21CacheEntryRoleOptionsEESt10_Select1stIS5_ESt4lessIS1_ESaIS5_EE16_M_insert_uniqueIS5_EES2_ISt17_Rb_tree_iteratorIS5_EbEOT_,ldr w2  [x19  #0x20],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,535,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$14current_memory17hbf8969f73d2da585E,str x9  [sp  #0x80],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,3,src/hotline/btree.c,495,(null),btree_node_set,ldrb w1  [sp  #0x87],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,src/hotline/fname_map.c,229,(null),va_to_file_offset,ldp x21  x22  [sp  #0x20],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/hotline.c,326,(null),process_aux_buffer_record,ldr x0  [x0  #0xce0],0
0.00,2,/usr/include/c++/11/bits/random.tcc,418,"		       | (_M_x[0] & __lower_mask));",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,ldr x4  [x0],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,3,/home/ubuntu/rocksdb/memory/arena.cc,63,"char* Arena::AllocateFallback(size_t bytes, bool aligned) {",_ZN7rocksdb5Arena16AllocateFallbackEmb,stp x29  x30  [sp  #-0x40]!,0
0.00,3,???,0,???,_ZL22mangled_class_encodingP6a_typeiiiP24a_mangling_control_block,ldr x1  [x4],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,src/hotline/lat_map.c,82,(null),parse_and_insert_lat_entry,stp q0  q0  [x1  #0x80],0
0.00,2,src/hotline/btree.c,492,(null),btree_node_set,stp x23  x24  [sp  #0x30],0
0.00,1,???,0,???,_ZN4node9inspector12_GLOBAL__N_19WsHandler6OnDataEPSt6vectorIcSaIcEE,add x1  x1  #0x260,0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs,524,(null),_ZN4core3ptr64drop_in_place$LT$$u5b$aperf..data..kernel_config..Entry$u5d$$GT$17hd505fb9c10d1a228E,str x8  [sp  #0x18],0
0.00,1,/usr/include/c++/11/bits/basic_string.h,219,"      { _M_allocated_capacity = __capacity; }",_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2IS3_EEPKcRKS3_.constprop.0,str x1  [x20  #0x10],0
0.00,1,???,0,???,???,???,0
0.00,1,???,0,???,_ZN2v88internal4wasm15WasmFullDecoderINS1_7Decoder15NoValidationTagENS1_12_GLOBAL__N_115LiftoffCompilerELNS1_12DecodingModeE0EE39DecodeNopForTestingUnsupportedInLiftoffEPS8_NS1_10WasmOpcodeE,bl #0x2544f70,0
0.00,2,/usr/include/c++/11/bits/random.tcc,421,"      _M_p = 0;",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,str xzr  [x0  #0x9c0],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/lat_map.c,62,(null),parse_and_insert_lat_entry,ldp q18  q19  [x10],0
0.00,1,src/hotline/hotline.c,198,(null),tsc_to_perf_time,ldr x2  [x1  #0x40],0
0.00,2,src/hotline/fname_map.c,234,(null),va_to_file_offset,ldr x2  [sp  #0x58],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,src/hotline/bmiss_map.c,41,(null),bmiss_map_compare,ldr w3  [x1  #4],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,168,"}",_ZN7rocksdb5Arena16AllocateNewBlockEm,ldp x19  x20  [sp  #0x10],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,168,"}",_ZN7rocksdb5Arena16AllocateNewBlockEm,ldp x21  x22  [sp  #0x20],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/fname_map.c,215,(null),va_to_file_offset,ldr x21  [x22  #8],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/hotline.c,303,(null),process_aux_buffer_record,stp x19  x20  [sp  #0x10],0
0.00,2,src/hotline/btree.c,452,(null),btree_search,stp x21  x22  [sp  #0x20],0
0.00,1,src/hotline/fname_map.c,209,(null),va_to_file_offset,ldr x0  [x0],0
0.00,1,???,0,???,_ZN2v88internal8compiler10turboshaft26DeadCodeEliminationReducerINS2_12ReducerStackINS2_9AssemblerINS2_12reducer_listIJNS2_30TurboshaftAssemblerOpInterfaceENS2_12GraphVisitorES3_NS2_25StackCheckLoweringReducerENS2_30LoadStoreSimplificationReducerENS2_30DuplicationOptimizationReducerENS2_21ValueNumberingReducerENS2_13TSReducerBaseEEEEEELb1EJS9_SA_SB_SC_SD_EEEE25ReduceInputGraphOperationINS2_8ReturnOpENS2_21UniformReducerAdapterIS3_SG_E24ReduceReturnContinuationEEENS2_7OpIndexESN_RKT_,movn w0  #0,0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/btree.c,493,(null),btree_node_set,strb wzr  [sp  #0x87],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ub_checks.rs,66,(null),_ZN4core5alloc6layout6Layout25from_size_align_unchecked18precondition_check17h9c887e8b84d39a88E,str x30  [sp  #0x20],0
0.00,1,/home/ubuntu/rocksdb/cache/lru_cache.cc,26,"LRUHandleTable::LRUHandleTable(int max_upper_hash_bits,",_ZN7rocksdb9lru_cache14LRUHandleTableC1EiPNS_15MemoryAllocatorE,str x21  [sp  #0x20],0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,???,0,???,???,???,0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/btree.c,492,(null),btree_node_set,str x3  [sp  #0x88],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/btree.c,796,(null),btree_get,ldr x3  [sp  #0x58],0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/adapters/enumerate.rs,81,(null),_ZN110_$LT$core..iter..adapters..enumerate..Enumerate$LT$I$GT$$u20$as$u20$core..iter..traits..iterator..Iterator$GT$4next17hb03ce595b596101aE,str x9  [sp  #0x68],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,139,"    result = AllocateFallback(bytes, true /* aligned */);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x0  [x0  #0xba8],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/hotline.c,369,(null),process_software_buffer_up_to_ts,str x25  [x22  #0x70],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/adapters/enumerate.rs,82,(null),_ZN110_$LT$core..iter..adapters..enumerate..Enumerate$LT$I$GT$$u20$as$u20$core..iter..traits..iterator..Iterator$GT$4next17h6ae4d4bb8211729aE,ldr x8  [x8  #0x10],0
0.00,1,src/hotline/btree.c,794,(null),btree_get,ldr x0  [x2],0
0.00,1,src/hotline/fname_map.c,172,(null),update_filename_cached_entry,ldr x2  [x1  #0x10],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,145,"char* Arena::AllocateNewBlock(size_t block_bytes) {",_ZN7rocksdb5Arena16AllocateNewBlockEm,stp x19  x20  [sp  #0x10],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/lat_map.c,72,(null),parse_and_insert_lat_entry,stp q0  q0  [x20  #0x20],0
0.00,1,src/hotline/lat_map.c,72,(null),parse_and_insert_lat_entry,stp q0  q0  [x20  #0x60],0
0.00,1,src/hotline/btree.c,452,(null),btree_search,stp x27  x28  [sp  #0x50],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,527,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$14current_memory17hbf8969f73d2da585E,str x8  [sp  #0x68],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/alloc/layout.rs,149,(null),_ZN63_$LT$alloc..alloc..Global$u20$as$u20$core..alloc..Allocator$GT$10deallocate17h0f45ec0612148410E,str x8  [sp  #8],0
0.00,1,???,0,???,_ZNSt8__detail17__regex_algo_implIN9__gnu_cxx17__normal_iteratorIPKcNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEESaINS5_9sub_matchISB_EEEcNS5_12regex_traitsIcEELNS_20_RegexExecutorPolicyE0ELb1EEEbT_SI_RNS5_13match_resultsISI_T0_EERKNS5_11basic_regexIT1_T2_EENSt15regex_constants15match_flag_typeE,str xzr  [x0],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,93,"}",_ZN7rocksdb5Arena16AllocateFallbackEmb,ldp x29  x30  [sp]  #0x40,0
0.00,1,???,0,???,_Z31adjust_reserved_memory_for_mmapPcm,b.ls #0xfb4e80,0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/alloc.rs,0,(null),_ZN63_$LT$alloc..alloc..Global$u20$as$u20$core..alloc..Allocator$GT$10deallocate17h0f45ec0612148410E,ldr x0  [sp],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/hotline.c,326,(null),process_aux_buffer_record,ldr x2  [sp  #0x48],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,src/hotline/btree.c,460,(null),btree_search,ldp x19  x20  [sp  #0x10],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/btree.c,528,(null),btree_node_set,ldr x2  [x1],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/usr/include/c++/11/bits/basic_string.h,459,"      { _M_construct(__str._M_data(), __str._M_data() + __str.length()); }",_ZNSt10_HashtableINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N7rocksdb14OptionTypeInfoEESaISA_ENSt8__detail10_Select1stESt8equal_toIS5_ESt4hashIS5_ENSC_18_Mod_range_hashingENSC_20_Default_ranged_hashENSC_20_Prime_rehash_policyENSC_17_Hashtable_traitsILb1ELb0ELb1EEEEC2IPKSA_EET_SR_mRKSH_RKSF_RKSB_St17integral_constantIbLb1EE,ldp x1  x2  [x20],0
0.00,1,/usr/include/c++/11/bits/basic_string.h,540,"      }",_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2IS3_EEPKcRKS3_.constprop.0,ldr x1  [x0],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/hotline.c,331,(null),process_software_buffer_up_to_ts,stp x29  x30  [sp  #-0x50]!,0
0.00,2,src/hotline/lat_map.c,87,(null),parse_and_insert_lat_entry,stp x4  x5  [sp  #0x100],0
0.00,1,src/hotline/fname_map.c,211,(null),va_to_file_offset,ldr w0  [x22],0
0.00,2,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,755,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$10deallocate17hc5fd01f479b42647E,str x1  [sp  #0x38],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,63,"char* Arena::AllocateFallback(size_t bytes, bool aligned) {",_ZN7rocksdb5Arena16AllocateFallbackEmb,stp x19  x20  [sp  #0x10],0
0.00,1,/home/ubuntu/rocksdb/memory/arena.cc,139,"    result = AllocateFallback(bytes, true /* aligned */);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x1  [x0],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/slice.rs,429,(null),_ZN87_$LT$T$u20$as$u20$alloc..slice..$LT$impl$u20$$u5b$T$u5d$$GT$..to_vec_in..ConvertVec$GT$6to_vec17hd6e6d577671e6c0fE,str x8  [sp  #0x2c8],0
0.00,1,src/data/kernel_config.rs,21,(null),_ZN72_$LT$aperf..data..kernel_config..Entry$u20$as$u20$core..clone..Clone$GT$5clone17h02ea93e74aba5c1cE,str x0  [sp  #0x20],0
0.00,1,src/hotline/btree.c,452,(null),btree_search,stp x25  x26  [sp  #0x40],0
0.00,1,src/hotline/fname_map.c,172,(null),update_filename_cached_entry,str x0  [x1  #0x10],0
0.00,1,src/hotline/fname_map.c,206,(null),va_to_file_offset,stp x19  x20  [sp  #0x10],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/str/pattern.rs,1458,(null),_ZN4core3str7pattern14TwoWaySearcher4next17hf961b09983fff97cE,str x8  [sp  #0x80],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ub_checks.rs,66,(null),_ZN4core5alloc6layout6Layout25from_size_align_unchecked18precondition_check17h9c887e8b84d39a88E,str x1  [sp  #0x18],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,537,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$14current_memory17hbf8969f73d2da585E,str x11  [sp  #0x48],0
0.00,1,/home/ubuntu/rocksdb/memory/arena.cc,86,"    unaligned_alloc_ptr_ = block_head + size;",_ZN7rocksdb5Arena16AllocateFallbackEmb,str x21  [x19  #0x8c0],0
0.00,1,/home/ubuntu/rocksdb/memory/arena.cc,85,"    aligned_alloc_ptr_ = block_head + bytes;",_ZN7rocksdb5Arena16AllocateFallbackEmb,str x20  [x19  #0x8c8],0
0.00,1,???,0,???,???,???,0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,755,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$10deallocate17hc5fd01f479b42647E,ldr x8  [sp  #0x10],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,163,"  blocks_memory_ += allocated_size;",_ZN7rocksdb5Arena16AllocateNewBlockEm,ldr x2  [x19  #0x8e0],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,src/hotline/btree.c,542,(null),btree_set0,ldp x27  x28  [sp  #0x50],0
0.00,1,library/core/src/alloc/layout.rs,84,(null),_ZN4core5alloc6layout6Layout19is_size_align_valid17h5bc71f3ecbda7178E,ldp x29  x30  [sp]  #0x10,0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/btree.c,605,(null),btree_get,ldr x25  [sp  #0x40],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,760,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$10deallocate17hc5fd01f479b42647E,ldr x30  [sp  #0x50],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,93,"}",_ZN7rocksdb5Arena16AllocateFallbackEmb,ldr x23  [sp  #0x30],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,???,0,???,???,???,0
0.00,1,/usr/include/c++/11/bits/deque.tcc,168,"	    != this->_M_impl._M_finish._M_last - 1)",_ZN7rocksdb5Arena16AllocateNewBlockEm,ldr x0  [x21  #0x40],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/lat_map.c,35,(null),lat_map_compare,ldr w3  [x1],0
0.00,1,/usr/include/c++/11/bits/basic_string.h,540,"      }",_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2IS3_EEPKcRKS3_.constprop.0,ldp x21  x22  [sp  #0x20],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,139,"    result = AllocateFallback(bytes, true /* aligned */);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x2  [sp  #0x58],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x29  x30  [sp]  #0x60,0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/bmiss_map.c,82,(null),parse_and_insert_bmiss_entry,ldp x7  x6  [x0  #0x20],0
0.00,1,src/hotline/btree.c,794,(null),btree_get,ldr x2  [x2  #0xce0],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/fname_map.c,234,(null),va_to_file_offset,ldp x23  x24  [sp  #0x30],0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/bmiss_map.c,23,(null),bmiss_map_compare,ldr x0  [x1  #8],0
0.00,1,src/hotline/bmiss_map.c,137,(null),parse_and_insert_bmiss_entry,ldr x21  [sp  #0x20],0
0.00,1,src/hotline/btree.c,499,(null),btree_node_set,ldrb w0  [x19  #4],0
0.00,1,src/hotline/fname_map.c,162,(null),get_filename_cached_entry,ldr x0  [x1  #0xe58],0
0.00,1,src/hotline/fname_map.c,206,(null),va_to_file_offset,ldr x2  [x4],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,145,"char* Arena::AllocateNewBlock(size_t block_bytes) {",_ZN7rocksdb5Arena16AllocateNewBlockEm,stp x21  x22  [sp  #0x20],0
0.00,2,/home/ubuntu/rocksdb/memory/arena.cc,74,"  if (MemMapping::kHugePageSupported && hugetlb_size_ > 0) {",_ZN7rocksdb5Arena16AllocateFallbackEmb,str x23  [sp  #0x30],0
0.00,1,/usr/include/c++/11/bits/basic_string.h,533,"      basic_string(const _CharT* __s, const _Alloc& __a = _Alloc())",_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2IS3_EEPKcRKS3_.constprop.0,ldr x2  [x2  #0xba8],0
0.00,1,???,0,???,???,???,0
0.00,1,???,0,???,_ZN4node9inspector12_GLOBAL__N_126SameThreadInspectorSession8DispatchERKN12v8_inspector10StringViewE,ldrb w0  [x19  #0x42],0
0.00,1,???,0,???,_ZN2v88internal4wasm16LiftoffAssembler18emit_i8x16_swizzleENS1_15LiftoffRegisterES3_S3_,mov x29  sp,0
0.00,1,???,0,???,_ZN2v88internal4wasm32TurboshaftGraphBuildingInterface9BinOpImplENS1_10WasmOpcodeENS0_8compiler10turboshaft7OpIndexES6_,bl #0x1a00020,0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/iter/macros.rs,160,(null),_ZN91_$LT$core..slice..iter..Iter$LT$T$GT$$u20$as$u20$core..iter..traits..iterator..Iterator$GT$4next17h0af11cd34cd7fee9E,str x8  [sp  #0x20],0
0.00,1,src/hotline/lat_map.c,115,(null),parse_and_insert_lat_entry,stp x5  x1  [sp  #0x68],0
0.00,1,src/hotline/lat_map.c,117,(null),parse_and_insert_lat_entry,str d1  [sp  #0x30],0
0.00,1,src/hotline/lat_map.c,82,(null),parse_and_insert_lat_entry,stp q0  q0  [x1  #0xa0],0
0.00,1,src/hotline/bmiss_map.c,66,(null),parse_and_insert_bmiss_entry,stp q0  q0  [x20  #0x20],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/non_null.rs,391,(null),_ZN63_$LT$alloc..alloc..Global$u20$as$u20$core..alloc..Allocator$GT$10deallocate17h0f45ec0612148410E,str x8  [sp  #0x48],0
0.00,1,???,0,???,_ZN4node5http213Http2Settings4PackEPNS_11EnvironmentEmPK22nghttp2_settings_entry,stp x25  x26  [sp  #0x40],0
0.00,1,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/iter/adapters/enumerate.rs,0,(null),_ZN110_$LT$core..iter..adapters..enumerate..Enumerate$LT$I$GT$$u20$as$u20$core..iter..traits..iterator..Iterator$GT$4next17h6ae4d4bb8211729aE,ldr x8  [sp],0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/lat_map.c,171,(null),parse_and_insert_lat_entry,ldp x29  x30  [sp],0
0.00,1,src/hotline/lat_map.c,171,(null),parse_and_insert_lat_entry,ldr x21  [sp  #0x20],0
0.00,1,???,0,???,???,???,0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/usr/include/c++/11/bits/basic_string.tcc,206,"      basic_string<_CharT, _Traits, _Alloc>::",_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPcEEvT_S7_St20forward_iterator_tag.isra.0,ldr x3  [x3  #0xba8],0
0.00,1,(null),0,(null),(null),(null),0
