Avg. Issue Latency,Count,Location,Line Number,Line,Function,Assembly,Saturated
12.48,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,922,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x5  [x0],0
7.94,33,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x19  x20  [sp  #0x10],0
5.22,50,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x21  x22  [sp  #0x20],0
8.67,30,/home/ubuntu/rocksdb/util/coding.h,335,"  return Slice(p, len);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x0  x1  [sp  #0x68],0
5.51,47,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,506,"         rnd->Next() < kScaledInverseBranching_) {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr w2  [x23  #0x14],0
8.09,32,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #0x10],0
6.82,38,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,792,"  auto prefix = sizeof(std::atomic<Node*>) * (height - 1);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str w3  [x0],0
5.27,49,/home/ubuntu/rocksdb/memory/arena.cc,129,"      reinterpret_cast<uintptr_t>(aligned_alloc_ptr_) & (kAlignUnit - 1);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x0  [x19  #0x8c8],0
4.96,52,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldrh w7  [x23  #0x10],0
5.35,48,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x19  x20  [sp  #0x10],0
16.06,16,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x0  [x1],0
5.02,51,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x18],0
9.81,26,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,181,"    switch (mode_) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w0  [x24  #8],0
4.67,54,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x19  x20  [sp  #0x10],0
5.48,46,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x25  x26  [sp  #0x40],0
6.00,42,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x29  x30  [sp]  #0x40,0
9.65,26,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,977,"      if (splice->prev_[recompute_height]->Next(recompute_height) !=",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x21  #8],0
5.56,45,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x29  x30  [sp]  #0x50,0
5.00,50,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x6  [sp  #0x58],0
13.11,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x5  [x1],0
4.35,57,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,792,"  auto prefix = sizeof(std::atomic<Node*>) * (height - 1);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x0  [x23  #0x18],0
10.65,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,248,"    EncodeFixed64(p, ++(*sequence_));",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x0],0
10.65,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x0  #8],0
5.55,44,???,0,???,???,???,0
10.95,22,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,799,"  char* raw = allocator_->AllocateAligned(prefix + sizeof(Node) + key_size);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x4  [x4  #0x18],0
11.43,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr w0  [x0],0
4.74,50,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [sp  #0x78],0
4.92,48,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x23  x24  [sp  #0x30],0
9.04,26,/home/ubuntu/rocksdb/util/random.h,157,"  uint64_t Next() { return generator_(); }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x24],0
18.08,13,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x0  [x1],0
5.07,46,/home/ubuntu/rocksdb/memory/arena.cc,135,"    aligned_alloc_ptr_ += needed;",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x1  [x19  #0x8c8],0
5.40,43,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x23  [sp  #0x30],0
12.21,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x3  #0x10],0
4.53,51,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x21  x22  [sp  #0x20],0
5.25,44,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x19  x20  [sp  #0x10],0
5.30,43,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x29  x30  [sp]  #0x80,0
5.40,42,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x21  x22  [sp  #0x20],0
5.97,38,???,0,???,???,???,0
5.38,42,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x1  [x1  #0xe38],0
4.60,48,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,250,"    Slice bytes = generator_.Generate(FLAGS_item_size);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x22  [x22  #0xe90],0
11.53,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
5.45,40,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x29  x30  [sp]  #0x60,0
9.48,23,/usr/include/c++/11/bits/atomic_base.h,488,"	return __atomic_load_n(&_M_i, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr w24  [x22],0
12.11,18,/home/ubuntu/rocksdb/db/dbformat.h,1117,"        DecodeFixed64(bkey.data() + bkey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldur x0  [x0  #-8],0
6.23,35,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x3  [x20  #8],0
16.77,13,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x3  #0x10],0
4.08,53,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x19  x20  [sp  #0x10],0
8.31,26,???,0,???,???,???,0
5.54,39,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,stp x19  x20  [sp  #0x10],0
5.97,36,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,stp x19  x20  [sp  #0x10],0
11.16,19,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x2  [x1],0
6.81,31,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x1  [x1  #0xba8],0
5.25,40,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x1  [x1  #0xba8],0
13.06,16,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x6  [x5],0
13.93,15,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x0],0
8.04,26,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x19  x20  [sp  #0x10],0
4.70,44,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x29  x30  [sp]  #0x80,0
206.00,1,(null),0,(null),(null),(null),0
10.74,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr w3  [x0],0
5.34,38,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [sp  #0x48],0
4.83,42,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,str x2  [sp  #0x28],0
4.21,48,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x25  x26  [sp  #0x40],0
10.05,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,978,"          splice->next_[recompute_height]) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #0x10],0
8.00,25,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,str x6  [sp  #0x78],0
15.23,13,src/hotline/fname_map.c,221,(null),va_to_file_offset,ldr x5  [x4],0
4.28,46,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,stp x29  x30  [sp  #-0x60]!,0
9.33,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
4.26,46,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x29  x30  [sp  #-0x80]!,0
17.55,11,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x3  [x2],0
14.85,13,(null),0,(null),(null),(null),0
8.39,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,250,"    Slice bytes = generator_.Generate(FLAGS_item_size);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w2  [x22],0
9.60,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,939,"  if (splice->height_ < max_height) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr w0  [x21],0
6.96,27,(null),0,(null),(null),(null),0
11.00,17,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,248,"    EncodeFixed64(p, ++(*sequence_));",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x3  [x0],0
8.41,22,/home/ubuntu/rocksdb/util/coding.h,331,"  uint32_t len = 0;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,str wzr  [sp  #0x68],0
4.69,39,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,str x2  [sp  #0x78],0
7.96,23,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x21  x22  [sp  #0x20],0
8.27,22,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x3  [sp  #0x28],0
8.67,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,922,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x0  #0x10],0
14.00,13,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
5.03,36,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x19  x20  [sp  #0x10],0
7.24,25,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x25  x26  [sp  #0x40],0
11.25,16,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,255,"    *bytes_written_ += encoded_len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [x19  #0x18],0
9.47,19,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,36,"    *buf = skip_list_.AllocateKey(len);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str x0  [x20],0
9.94,18,/home/ubuntu/rocksdb/util/coding.h,108,"    uint32_t result = *(reinterpret_cast<const unsigned char*>(p));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldrb w0  [x1],0
59.67,3,(null),0,(null),(null),(null),0
8.75,20,/home/ubuntu/rocksdb/util/coding.h,335,"  return Slice(p, len);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldur w25  [x19  #-8],0
4.65,37,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x3  [sp  #0x58],0
7.17,24,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str x23  [sp  #0x30],0
9.33,18,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1093,"      splice->prev_[i] = x;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #8],0
11.20,15,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str w21  [x2  x19],0
55.33,3,(null),0,(null),(null),(null),0
16.50,10,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x1],0
4.46,37,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,897,"      *out_prev = before;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x68],0
10.31,16,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x2  [x1],0
6.56,25,???,0,???,???,???,0
9.11,18,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x6  [x4],0
7.76,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,152,"    if (pos_ + len > data_.size()) {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w0  [x5  #0x20],0
7.76,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,155,"    pos_ += len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str w7  [x5  #0x20],0
27.17,6,(null),0,(null),(null),(null),0
9.00,18,(null),0,(null),(null),(null),0
9.53,17,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,989,"      } else if (splice->prev_[recompute_height] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x21  #8],0
9.47,17,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x2  [x1],0
6.67,24,/home/ubuntu/rocksdb/db/dbformat.h,1115,"        DecodeFixed64(akey.data() + akey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x21  x19],0
8.83,18,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x5  [x5  #0xba8],0
8.32,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x2  [x19  #0x20],0
4.65,34,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,898,"      *out_next = next;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x70],0
7.48,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1003,"      } else if (KeyIsAfterNode(key_decoded, splice->next_[recompute_height])) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x21  #0x10],0
8.26,19,(null),0,(null),(null),(null),0
6.24,25,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,792,"  auto prefix = sizeof(std::atomic<Node*>) * (height - 1);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,str w3  [x0],0
7.38,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,799,"  char* raw = allocator_->AllocateAligned(prefix + sizeof(Node) + key_size);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x4  [x0],0
5.13,30,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldp x29  x30  [sp]  #0x30,0
5.67,27,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x1  #0xba8],0
6.95,22,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,156,"    return Slice(data_.data() + pos_ - len, len);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x19  #0x40],0
6.08,25,/home/ubuntu/rocksdb/util/random.cc,34,"}",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x19  [sp  #0x10],0
6.33,24,(null),0,(null),(null),(null),0
11.46,13,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr w0  [x0],0
4.42,33,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x23  x24  [sp  #0x30],0
9.73,15,src/hotline/fname_map.c,219,(null),va_to_file_offset,ldr x4  [x21  x1  lsl #3],0
5.68,25,/home/ubuntu/rocksdb/memory/arena.cc,129,"      reinterpret_cast<uintptr_t>(aligned_alloc_ptr_) & (kAlignUnit - 1);",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x0  [x19  #0x8c8],0
7.47,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
5.46,26,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x3  [x20  #8],0
7.42,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,248,"    EncodeFixed64(p, ++(*sequence_));",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x19  #0x28],0
5.04,28,(null),0,(null),(null),(null),0
5.88,24,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,stp x19  x20  [sp  #0x10],0
4.48,31,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
7.32,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,989,"      } else if (splice->prev_[recompute_height] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x18],0
